id,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
209,Natural Language Processing,CS4063,BCS-5B,Ms. Mamoona Akbar,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-302'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-302'}]"
210,Natural Language Processing,CS4063,BCS-5C,Ms. Seemab Ayub,3,,,CS,,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'D-5'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'D-5'}]"
211,MLOps,CS4085,BCS-5A,Mr. Usman Anwer,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Lab-3'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Lab-4'}]"
212,Computer Networks Lab,CL3001,BCS-5A,,1,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-6'}]"
213,Computer Networks Lab,CL3001,BCS-5B,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-15'}]"
214,Computer Networks Lab,CL3001,BCS-5C,,1,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-8'}]"
215,Computer Networks Lab,CL3001,BCS-5D,,1,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-4'}]"
216,Computer Networks Lab,CL3001,BCS-5E,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-16'}]"
217,Computer Networks Lab,CL3001,BCS-5F,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-4'}]"
218,Computer Networks Lab,CL3001,BCS-5G,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-8'}]"
219,Computer Networks Lab,CL3001,BCS-5H,,1,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-14'}]"
220,Computer Networks Lab,CL3001,BCS-5J,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-2'}]"
221,Computer Organization and Assembly Language,EE2003,BCS-5A,Ms. Samin Iftikhar,3,BS,CS,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-206'}, {'day': 'Friday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-206'}]"
222,Computer Organization and Assembly Language Lab,EL2003,BCS-5A,,1,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-6'}]"
223,Discrete Structures,CS1005,BCS-5A,,3,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-202'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-202'}]"
224,Linear Algebra,MT1004,BCS-5A,,3,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-13'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-13'}]"
225,Understanding Holy Quran,SS1018,BCS-5A,Zia ur Rehman,1,BS,CS,HSS,Core,False,"[{'day': 'Friday', 'start_time': '15:00', 'end_time': '15:50', 'room': 'F-203'}]"
226,Understanding Holy Quran,SS1018,BCS-5B,Zia ur Rehman,1,BS,CS,HSS,Core,False,"[{'day': 'Friday', 'start_time': '16:00', 'end_time': '16:50', 'room': 'F-203'}]"
227,Understanding Holy Quran,SS1018,BCS-5C,Zia ur Rehman,1,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '15:00', 'end_time': '15:50', 'room': 'C-4'}]"
228,Understanding Holy Quran,SS1018,BCS-5D,Zia ur Rehman,1,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '16:50', 'room': 'C-4'}]"
229,Understanding Sirat-Un-Nabi (PBUH),SS1019,BCS-5A,Sarfraz Ajmal,1,BS,CS,HSS,Core,False,"[{'day': 'Friday', 'start_time': '15:00', 'end_time': '15:50', 'room': 'F-204'}]"
230,Understanding Sirat-Un-Nabi (PBUH),SS1019,BCS-5B,Sarfraz Ajmal,1,BS,CS,HSS,Core,False,"[{'day': 'Friday', 'start_time': '16:00', 'end_time': '16:50', 'room': 'F-204'}]"
231,Understanding Sirat-Un-Nabi (PBUH),SS1019,BCS-5C,Sarfraz Ajmal,1,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '15:00', 'end_time': '15:50', 'room': 'C-2'}]"
232,Understanding Sirat-Un-Nabi (PBUH),SS1019,BCS-5D,Sarfraz Ajmal,1,BS,CS,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '16:50', 'room': 'C-14'}]"
233,Information Security,CS3002,BCS-7A,Ms. Aqsa Khalid (VF),3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-207'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-207'}]"
234,Information Security,CS3002,BCS-7B,Ms. Nosheen Manzoor (VF),3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-203'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-203'}]"
235,Information Security,CS3002,BCS-7C,Dr. Syed Muhammad Irteza,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-311'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-311'}]"
236,Information Security,CS3002,BCS-7D,Dr. Syed Muhammad Irteza,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-311'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-311'}]"
237,Information Security,CS3002,BCS-7E,Ms. Aqsa Khalid,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-312'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-312'}]"
238,Information Security,CS3002,BCS-7F,Dr. Ammar Haider,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-308'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-308'}]"
239,Information Security,CS3002,BCS-7G,Dr. Ammar Haider,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-305'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-305'}]"
240,Information Security,CS3002,BCS-7H,Mr. Ahmad AlI Shah (VF),3,BS,CS,CS,Core,False,"[{'day': 'Saturday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'F-202'}]"
241,Information Security,CS3002,BCS-7J,Mr. Ahmad AlI Shah (VF),3,BS,CS,CS,Core,False,"[{'day': 'Saturday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'F-202'}]"
242,Information Security,CS3002,BCS-7K,Ms. Aqsa Khalid,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-312'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-312'}]"
243,Professional Practices in IT,CS4001,BCS-7A,Mr. Waqas Manzoor,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-307'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-307'}]"
244,Professional Practices in IT,CS4001,BCS-7B,Dr. Amjad Hussain (VF),3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-6'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'C-6'}]"
245,Professional Practices in IT,CS4001,BCS-7C,Dr. Amjad Hussain (VF),3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-6'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'C-6'}]"
246,Professional Practices in IT,CS4001,BCS-7D,Dr. Amjad Hussain (VF),3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-5'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'C-7'}]"
247,Professional Practices in IT,CS4001,BCS-7E,Mr. Junaid Hussain Muzammil,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'S. Hall'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'S. Hall'}]"
248,Professional Practices in IT,CS4001,BCS-7F,Mr. Junaid Hussain Muzammil,3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'S. Hall'}, {'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'S. Hall'}]"
249,Professional Practices in IT,CS4001,BCS-7G,Mr. Syed Irfan Raza (VF),3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-312'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-312'}]"
250,Professional Practices in IT,CS4001,BCS-7H,Mr. Syed Irfan Raza (VF),3,BS,CS,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-312'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-312'}]"
251,Professional Practices in IT,CS4001,BCS-7J,Mr. Usman Anwer,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-312'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-312'}]"
252,Professional Practices in IT,CS4001,BCS-7K,Mr. Waqas Manzoor,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-208'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-208'}]"
253,Operations Research,MT4031,BCS-7A,Dr. Misbah Irshad,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-208'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-208'}]"
254,Operations Research,MT4031,BCS-7B,Dr. Misbah Irshad,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-208'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-208'}]"
255,Operations Research,MT4031,BCS-7C,Dr. Uzma Bashir,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-303'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-303'}]"
256,Operations Research,MT4031,BCS-7D,Dr. Uzma Bashir,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-303'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-303'}]"
257,Operations Research,MT4031,BCS-7E,Mr. Yasir Yasin,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-305'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-305'}]"
258,Operations Research,MT4031,BCS-7F,Mr. Yasir Yasin,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-305'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-305'}]"
259,Operations Research,MT4031,BCS-7G,VF,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-302'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-302'}]"
260,Operations Research,MT4031,BCS-7H,VF,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-301'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-301'}]"
261,Operations Research,MT4031,BCS-7J,VF,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-304'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-304'}]"
262,Operations Research,MT4031,BCS-7K,VF,3,BS,CS,MT,Supporting Elective,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-304'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-304'}]"
263,Web Programming,CS4032,BCS-7A,Mr. Saifullah Tanvir,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-309'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-309'}]"
264,Web Programming,CS4032,BCS-7B,Mr. Saifullah Tanvir,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-309'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-309'}]"
265,Software for Mobile Devices,CS4039,BCS-7A,Mr. Rana Waqas Ali,3,BS,CS,CS,Elective,False,"[{'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'F-209'}]"
266,Software for Mobile Devices,CS4039,BCS-7B,Mr. Rana Waqas Ali,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'F-209'}]"
267,Data Science,CS4048,BCS-7A,Ms. Maimoona Akram,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-207'}, {'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-312'}]"
268,Data Science,CS4048,BCS-7B,Ms. Maimoona Akram,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-207'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-312'}]"
269,Deep Learning for Perception,CS4045,BCS-7A,Mr. Saif ul Islam,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-302'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-302'}]"
270,Bioinformatics,CS4054,BCS-7A,Ms. Rushda Muneer,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-301'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-301'}]"
271,Robo Elective TBD,XXXXXX,BCS-7A,Dr. Mirza Mubasher Baig,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-203'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-203'}]"
272,MLOps,CS4085,BCS-7B,Mr. Usman Anwer,3,BS,CS,CS,Elective,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'Lab-4'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'Lab-4'}]"
273,Numerical Computing,CS2008,BCS-7A,Dr. Mubashir Qayyum,3,BS,CS,Hss,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-305'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-305'}]"
274,Numerical Computing,CS2008,BCS-7B,Dr. Mubashir Qayyum,3,BS,CS,Hss,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-301'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-301'}]"
275,Technical and Business Writting,SS2007,BCS-7A,Arslan Rasheed (VF),3,BS,CS,Hss,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-202'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-202'}]"
276,Technical and Business Writting,SS2007,BCS-7B,Arslan Rasheed (VF),3,BS,CS,Hss,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-202'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'F-202'}]"
277,Computer Networks,CS3001,BCS-7A,Dr. Ahmed Raza,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-308'}, {'day': 'Wednesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-312'}]"
278,Computer Networks,CS3001,BCS-7B,Dr. Ahmed Raza,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-302'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-302'}]"
279,Computer Networks,CS3001,BCS-7C,Ms. Sarah Khalil,3,BS,CS,CS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-306'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-306'}]"
280,Computer Networks Lab,CL3001,BCS-7A,,3,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-3'}]"
281,Computer Networks Lab,CL3001,BCS-7B,Ms. Sarah Khalil,3,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '10:00', 'end_time': '12:50', 'room': 'Lab-4'}]"
282,Computer Networks Lab,CL3001,BCS-7C,Ms. Sarah Khalil,3,BS,CS,CS,Core,False,"[{'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'Lab-3'}]"
283,Generative AI,AI4009,BCS-9A,Dr. Hajra Waheed,3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-209'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-209'}]"
284,Integrated Marketing Communication,MG3031,BCS-9A,Mr. Saquib Bhatti (VF),3,BS,CS,CS,Elective,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-305'}, {'day': 'Wednesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'F-305'}]"
285,Applied Programming,CS4002,MCS-1A,Mr. Muhammad Naveed,NC,MS,CS,MS,Core,False,"[{'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-204'}]"
286,Advanced Theory of Computation,CS5005,MCS-1A,Dr. Faisal Aslam,3,MS,CS,MS,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-201'}]"
287,Theory of Programmind Languages,CS5006,MCS-1A,Dr. Farooq Ahmed Rana,3,MS,CS,MS,Core,False,"[{'day': 'Monday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-201'}]"
288,Advanced Operating Systems,CS5009,MCS-1A,Dr. Zeeshan Ali Khan,3,MS,CS,MS,Core,False,"[{'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-208'}]"
289,Research Methodology,CS5001,MCS-3A,Dr. Kashif Zafar,3,MS,CS,MS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '17:20', 'room': 'F-210'}]"
290,Advanced Computer Networks,CS5012,MCS-3A,Dr. Syed Muhammad Irteza,3,MS,CS,MS,Elective,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-203'}]"
291,Deep Learning,CS5102,MCS-3A,Dr. Saira Karim,3,MS,CS,MS,Elective,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'F-208'}]"
292,Introduction to Information and Communication Technology,CL1000,BSE-1A,Ms. Rakhshan Imtiaz,1,BS,SE,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-1'}]"
293,Introduction to Information and Communication Technology,CL1000,BSE-1B,Ms. Maham Naeem,1,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-16'}]"
294,Programming Fundamentals,CS1002,BSE-1A,Ms. Anosha Khan,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-302'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-302'}]"
295,Programming Fundamentals,CS1002,BSE-1B,Ms. Anosha Khan,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-302'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-302'}]"
296,Programming Fundamentals Lab,CL1002,BSE-1A,,1,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '11:20', 'room': 'Lab-14'}]"
297,Programming Fundamentals Lab,CL1002,BSE-1B,,1,BS,SE,CS,Core,False,"[{'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20', 'room': 'Lab-13'}]"
298,Applied Physics,NS1001,BSE-1A,Mr. Umair Hussain,3,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-207'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-207'}]"
299,Applied Physics,NS1001,BSE-1B,Mr. Umair Hussain,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'C-3'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'C-3'}]"
300,Calculus and Analytical Geometry,MT1003,BSE-1A,Dr. Komal Hassan,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-1'}, {'day': 'Wednesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'C-1'}]"
301,Calculus and Analytical Geometry,MT1003,BSE-1B,Dr. Komal Hassan,3,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'C-2'}, {'day': 'Wednesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'C-2'}]"
302,Functional English,SS1012,BSE-1A,Ms Nokhaiz Zahra,2,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'C-1'}]"
303,Functional English,SS1012,BSE-1B,Dr Sadia Rasheed,2,BS,SE,HSS,Core,False,"[{'day': 'Thursday', 'start_time': '10:30', 'end_time': '12:20', 'room': 'C-1'}]"
304,Ideology and Constitution of Pakistan,SS1013,BSE-1A,Dr.Abdul Sattar,2,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '15:30', 'end_time': '17:20', 'room': 'C-6'}]"
305,Ideology and Constitution of Pakistan,SS1013,BSE-1B,Ms Muznah Saleha,2,BS,SE,HSS,Core,False,"[{'day': 'Monday', 'start_time': '11:00', 'end_time': '12:50', 'room': 'C-2'}]"
306,Pakistan Studies,SS1015,BSE-1A,Muhammad Asif,2,BS,SE,HSS,Core,False,"[{'day': 'Thursday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-1'}]"
307,Pakistan Studies,SS1015,BSE-1B,Ms Quratulain Ilyas,2,BS,SE,HSS,Core,False,"[{'day': 'Wednesday', 'start_time': '08:30', 'end_time': '10:20', 'room': 'C-4'}]"
308,Functional Eng Lab,SL1012,BSE-1A1,Mahnoor Chaudhary,1,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Eng Lab-5'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Eng Lab-5'}]"
309,Functional Eng Lab,SL1012,BSE-1A2,Zoha (VF),1,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Eng Lab-6'}, {'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50', 'room': 'Eng Lab-6'}]"
310,Functional Eng Lab,SL1012,BSE-1B1,VF,1,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'Eng Lab-5'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'Eng Lab-5'}]"
311,Functional Eng Lab,SL1012,BSE-1B2,Zoha (VF),1,BS,SE,HSS,Core,False,"[{'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'Eng Lab-6'}, {'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20', 'room': 'Eng Lab-6'}]"
312,Data Structures,CS2001,BSE-3A,Mr. Razi Uddin,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20', 'room': 'F-204'}]"
313,Data Structures,CS2001,BSE-3B,Mr. Razi Uddin,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50', 'room': 'F-204'}]"
314,Computer Organization and Assembly Language,EE2003,BSE-3A,Ms. Sana Fatima,3,BS,SE,CS,Core,False,"[{'day': 'Monday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-304'}, {'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20', 'room': 'F-304'}]"
315,Computer Organization and Assembly Language,EE2003,BSE-3B,Ms. Samin Iftikhar,3,BS,SE,CS,Core,False,"[{'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-204'}, {'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50', 'room': 'F-204'}]"
